,Product,Consumer_complaint_narrative,category_id
23812,"Credit reporting, credit repair services, or other personal consumer reports",i do not recognize these inquires nor did i approve them. I was not told about hard inquires not was i told my credit would be pulled XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX,0
23821,Mortgage,"I am writing in regard to the mortgage on my property at XXXX XXXX XXXX, XXXX XXXX, XXXX  XXXX. Mortgage Loan Number : XXXX. 

My Mortgage servicer, NewRez LLC, did not properly credit the payment that I made on XX/XX/2022 in the amount of {$97000.00}. This payment was equal to the payoff amount the company quoted me through their website that same day and should have paid off the loan in full. Apparently, since the payment through the online payment portal, and did not follow NewRez 's "" protocol '' for paying off the loan, the payment was not credited as a payoff. I phoned their customer service number three times explaining that the payment was meant as a payoff and to correct the error before writing and sending them the attached notice of error. I have not received a response to my letter as of today. I have called their customer service line twice more since then as the problem is not resolved and no one from the company has reached out to me. Each time I called, I was assured by their customer service representative that the error would be corrected and the loan would be paid off in full. As of today, this error has not been corrected.",1
23876,"Credit reporting, credit repair services, or other personal consumer reports","This is my FURTHER Complaint that I was the victim of identity theft. Per Fair Credit Reporting Act Section 605B ( a ) you are required to remove/block any items which were opened without my knowledge, consent, or authority within 4 business days with ( 1 ) appropriate proof of the identity of the consumer ; ( 2 ) a copy of an identity theft report ; ( 3 ) the identification of such information by the consumer; and ( 4 ) a statement by the consumer that the information is not relating to any transaction by the consumer. 
XXXX XXXX XXXX XXXX, GA XXXX XX/XX/XXXX ; XXXX XXXX XXXX XXXX XXXX GA XXXX; XXXX XXXX XXXX XXXX XXXX GA XXXX XX/XX/XXXX ; XXXX XXXX XXXX XXXX XXXX XXXX, GA XXXX XX/XX/XXXX ; XXXX ( Original Creditor : XXXX XXXX XXXX XXXX ) XXXX XXXX : {$620.00} ; XXXX  XXXX Balance : {$500.00} ; XXXX  XX/XX/XXXX ; XXXX XX/XX/XXXX ; XXXX XX/XX/XXXX.",0
23881,"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX XXXX is reporting a debt on my account for a collection that is inaccurate. It also has incorrect information reporting. The amount is {$2600.00}. In accordance with the Fair Credit Reporting act XXXX Account # XXXX, has violated my rights. 15 U.S.C 1681 section 602 A. States I have the right to privacy. 15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish an account without my written instructions 15 U.S.C 1666B : A creditor may not treat a payment on a credit card account under an open-end consumer credit plan as late for any purpose Account # XXXX",0
23913,"Credit reporting, credit repair services, or other personal consumer reports","My name is XXXX XXXX XXXX this complaint is not made in error neither is it being made by a third party.I declare under penalty of perjury I am alleging that a person or company- without my authorization- from unauthorized use of my social security number and card used my personal identifying information to apply for goods, services, or money ; and, was successful in creating some accounts. I have no knowledge of this and All is being investigated by the FTC.",0
23931,"Credit reporting, credit repair services, or other personal consumer reports","There are derogatory items showing that are passed the statute of limitations in NY and they refuse to remove or even verify the debt beyond a stamped "" debt verified ''",0
23963,"Credit reporting, credit repair services, or other personal consumer reports","EXPERIAN IS INCORRECTLY ALLOWING COMPANIES XXXX XXXX, XXXX XXXX XXXX AND XXXX XXXX TO CONTINUE TO REPORT ON A CHARGOFF IN DIRECT CONTRADICTION OF THE LAW. 
EXPERIAN IS REQUIRED TO GET MY WRITTEN CONSENT AND THIS IS WHAT EXPERIAN DOES NOT HAVE. 
I AM DEMANDING AN AUDIT ON THESE ACCOUNTS IN ACCORDANCE WITH THE ATTACHED EVIDENCE Experian Credit Bureau REMOVE THESE CHARGOFFS XXXX XXXX XXXX XXXX XXXX XXXX XXXX NOTICE - YOUR COMPANY IS REPORTING INACCURATE INFORMATION. 
NOTICE TO AGENT IS NOTICE TO PRINCIPLE TO THE CONSUMER REPORTING AGENCIES. 

THE REPORTING OF THIS INACURATE INFORMATION HAS AFFECTEED MY CHARACTER, MY REPUTATION, MY LIVELIHOOD AND MY ABILITY TO OBTAIN A CAR, HOUSE, AND OTHER THINGS THAT AFFECT MY ECONOMIC STATUS. 
YOU AND YOUR COMPANY IS AFFECTING MY LIVELIHOOD. 
15 USC SECTION 1681S-2- RESPONSIBILITIES OF FURNISHERS OF INFORMATION TO CONSUMER REPORTING AGENCIES ( a ) Duty of furnishers of information to provide accurate information.

( 1 ) Reporting information with actual knowledge of errors.

A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is in-accurate.

( B ) reporting information after notice and confirmation of errors. A person shall not furnish information relating to a consumer to a consumer reporting agency if ( XXXX  ) the person has been notified by the consumer, at the address specified by the person for such notices, that specific information is inaccurate, and ( XXXX  ) the information is, in fact, inaccurate ( C ) No address requirement A person who clearly and conspicuously specifies to the consumer an address for notices referred to in subparagraph ( B ) shall not be subject to subparagraph ( A ) ; however, nothing in subparagraph ( B ) shall not be subject to subparagraph ( A ) : however, nothing subparagraph ( B ) shall require a person to specify such an address.

Duty : - a moral and legal obligation Accurate; correct in all details in exact Prohibition ; a law regulation forbidding something As defined by the I.R.S. even if you didnt receive a tax form 1099-c you must report cancelled debt and gross income the I.R.S. clearly states charge off as income, therefore, THE reporting of this account is inaccurate.

Income does not get reported on the consumer report, which makes this reporting inaccurate.

By definition, the I.R.S. clearly states, the charge off is income, the reporting of this account as inaccurate.

15 USC 1681 S-2 you are the furnisher of information to the reporting to the credit bureau agencies . A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.

You are prohibited by law to furnish inaccurate information. I demand you cease and decease of this inaccurate information immediately You are hereby put on notice you have been reporting inaccurate information.

15 USC Section 1681s-2 responsibilities of furnishers of information to consumer reporting agencies.

( B ) reporting information after notice and confirmation of errors a person shall not furnish information relating to a consumer to any consumer reporting agency if ( XXXX ) the person has been notified by the consumer, at the address specified by the person for such notices that specific information is in-accurate; and ( XXXX  ) the lender must file a 1099-c and SEND you a copy of the debt if more than XXXX $ and the lender is a federal institution, credit union, and government agency. Please send me my form 1099-c that they should of sent you that they filed as cancelled debt.

In conclusion you are hereby put on notice, and I have clearly shown this inaccurate information.

This reporting has caused my family a tremendous financial loss and hardship as I am not able to process fully my livelihood. You have 10 calendar days to remove this from my credit report. 
Sincerely XXXXXXXX XXXX XXXXXXXX Enclosed Bank statement Social security card Drivers license",0
23998,Debt collection,Sent to collections in 2021. At the time I had medical insurance. Tried to settle the account but agency would not settle.,3
24019,Checking or savings account,"Hi! I usually use XXXX XXXX with my BOA debit card. After having this account for years, Ive only ordered XXXX 2-3 new bank cards when they were lost. This time I wasnt aware of this card being lost. Until I noticed an unusual transaction on my card and Ive had this bank and only this bank for the longest, and this would be the FIRST time Ive been a victim of fraud. I called & reported this and was told to open a new account and order a new card.. which I did. But now Im unable to even open an account although I was not at fault. I love this bank and never had any issues with them until NOW! I am beyond angry because I am being punished for someone elses doing and I was not aware until late notice. So now I have to start over with a NEW bank and resubmit all of my information to each and every one of my jobs I am truly saddened that they have to lose a costumer due to the lack of empathy.",5
24056,"Credit reporting, credit repair services, or other personal consumer reports",Inaccurate reporting on all 3 bureaus Demand deletion and blocked for all 3 bureaus XXXX XXXX Experian Immediate deletion It doesnt show on XXXX XXXX XXXX,0
24077,"Credit reporting, credit repair services, or other personal consumer reports","When I investigated my credit report, I realized that some of the information was erroneous. The 3 credit bureaus are required to authenticate these accounts under Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ). It is not acceptable to treat these reporting accounts as unconfirmed information without producing proof within the legal time range. Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ). ( A ), please investigate the unverifiable accounts below : XXXX XXXX XXXX {$0.00} ; XXXX XXXX XXXX XXXX XXXX {$80.00} ; XXXX  XXXX Balance {$4100.00}",0
24079,"Money transfer, virtual currency, or money service","On XX/XX/XXXX several XXXX transfers came from my saving account to people I do not know, as well as fake checks and wire transfers. This also happened on XX/XX/XXXX. My bank, USAA never informed me of this and had my account under investigation and finalized the investigation on XXXX XXXX on XXXX XXXX I called USAA as I couldnt seem to use my checking debt card and was informed of everything that had happened. I have been with this bank for 15 years, this is completely out of my banking character and dont even use XXXX . When asked how this happened they said it came from my device which is impossible as I know I didnt do it. Now all my accounts are frozen even though none of my accounts are negative and I need to wait 60 days because they and no longer doing business with me. My checking was a joint account so my husband and mine paychecks we cant access to pay our bills or fees out kids and the bank says there nothing they can do about it. So im a victim of fraud, Im out about 5k stolen from me and now cant pay my bills or feed my kids. How can someone who has been with this company for 15 years, military do this and be allowed to get away with it. I didnt nor would I chase fake check and send them to people all in one day? Idk even know who those people are. Or how it can be proven that it was done from my device cuz I have my phone and know for a FACT I didnt do this.",7
24088,"Credit reporting, credit repair services, or other personal consumer reports","This is my several endeavors to tell credit bureaus that I am a victim of identity theft and I complain to question specific records in my document coming about because of the wrongdoing. The records I am questioning connect with no exchanges acquiring any possession of goods, services, or money that I have made or authorized. Assuming no one cares, either way, block the noteworthy of any information in my credit record that came about due to alleged fraud or extortion. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXXXXXX XXXX  XXXX XXXXXXXX XXXX XXXX  XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX Balance : {$0.00} ; XXXX XXXX XXXX  ( Original Creditor : XXXX XXXX ) XXXX Balance : {$180.00} ; XXXXXXXX XXXX XXXX Date Filed/Reported : XX/XX/XXXX Reference # : XXXX ; XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX XX/XX/XXXX XXXX XXXX  XX/XX/XXXX ; XXXX XXXX XX/XX/XXXX XXXX XXXX XXXXXX/XX/XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX ; XXXX XXXX XXXX XXXX XXXX  XX/XX/XXXX ; XXXX XXXX XX/XX/XXXX.",0
24099,"Credit reporting, credit repair services, or other personal consumer reports","I have been through soooo many attempts on-line, telephone... 
It won't accept my address even though I received a link today. 
I've been trying to lift a freeze which I put there but they don't seem to recognize me. Even the questions they give make no sense to me. It's as though they are looking for someone else. 
Very frustrated. Just want to open a XXXX w/ my new bank. Plz help unravel their nonsense",0
24109,Vehicle loan or lease,Well forgo bank keep charging fee that I dont know about! Please help me!,2
24123,"Credit reporting, credit repair services, or other personal consumer reports",I filled a dispute in regards to incorrect items on my credit report and it has been well over 30 days and I haven't received any investigation results,0
24150,"Credit reporting, credit repair services, or other personal consumer reports","I have inquiries passed on that should be taken out or blocked. Per FCRA segment 605, Credit Bureaus are expected to eliminate any records recorded on an ID THEFT REPORT. I've proactively remembered this report from a past letter and I am including it once more. I've educated my lawyer regarding my aims and they are eager to consider that Credit Bureaus are responsible for their tenacious rebelliousness. 
XXXX XXXX XXXX/XXXX/2022 ; XXXX XXXX XXXX/XXXX/2022 ; XXXX XXXX XX/XX/2022 ; XXXX XXXX XXXX XX/XX/2022.",0
24152,Credit card or prepaid card,"While on a cruise in XXXX XXXX, which embarked from XXXX, I purchased a 1 carat marquis diamond  and 18K gold mans ring. The XXXX had to be mounted and I was told to come back in 2 hours. Upon returning to the XXXX XXXX XXXX I was told to wait another hour. I almost missed my ship. Originally the seller wanted XXXX dollars and we bartered to XXXX cash and XXXX on my bank of america credit card. When I asked for a receipt I was told an email would be safer and all info would be on that email. The jeweler gave me a card with his email and phone #. I had no way to check my email until I arrived home 3 days later and there was no email so no receipt etc. I took the ring to a prominent jeweler here in florida and after inspection was told the diamond was fake and the 18K white gold was not gold. I immediately called the credit card and explained to them the above story. They said they would look into it. The claim was denied due to no receipt but I was told if I got an assessment of the ring perhaps that would help. After spending XXXX dollars for a gemologist report and sending the docs I was denied again due to no receipt. Then I was told I needed a gemologist appraisal of exzactly what I bought for the XXXX dollars. I then sent the appraisal, which cost XXXX dollars and the docs to the credit card company and was denied again due to no receipt. I have repeatedly told the credit card co. that the receipt was to be emailed and was never sent and when I tried to email the jeweler there was no such email. When I called the phone # on the card the jeweler gave me, he said he would send the email and he never did. I sent copies of the jewelers card with email and phone # to the credit card co. By the way the ring was sterling silver and the diamond was a zirconia and was assessed by the gemologist to have a value of XXXX dollars. This was all furnished to the credit card co. Ring was purchased on or about XX/XX/2022.",4
24163,Credit card or prepaid card,I'VE BEEN A VICTIM OF IDENTITY THEFT. NONE OF THESE ACCOUNTS BELONG TO ME AND THIS IS RUNING MY LIFE.,4
24169,Credit card or prepaid card,I sent in payment for my account to Aspire shortly after I received a letter stating that my account was closed. I did not request to close this account by writing or verbally. Aspire knowingly is committing securities fraud due to the fact that all statements are noticed and are already being paid in interest on my account as a set-off. this credit card company is double dipping and has already been paid from the security interest. Aspire is in violation of 15 USC 6803 USC 6805 and is in violation of the securities exchange act. they closed my account and are still trying to collect federal reserve notes from me,4
24181,Debt collection,"Collection Agency : XXXX XXXX XXXX Original Creditor : XXXX XXXX  Date Assigned : XXXX XXXX, XXXX Original Amount Owed : {$49.00} Collection Amount : {$110.00} Collection Agency : CCS COLLECTIONS Original Creditor Name : XXXX Date Assigned : XX/XX/XXXX Original Amount Owed : {$170.00} Collection Amount : {$170.00} I have disputed these accounts numerous of times for identity theft as I am not the responsible party. I have provided the police report and supporting documents in regards.",3
24188,Vehicle loan or lease,I am entitled to a settlement check as I obtained an auto loan with Wells Fargo between the years of XXXX. Wells Fargo has been ordered to pay a massive fine for defrauding costumers.,2
24218,Mortgage,"I have my mortgage through U.S. Bank. I am a victim of Hurricane Ida. U.S. Bank is refusing to release the money from my insurance company that I need in order to make repairs on my home. To date, they have only released approximately {$40000.00} and are refusing to release the remaining {$28000.00} - I have over {$300000.00} in damages. They have intentionally misdated letters I sent to them to avoid violating their own deadlines. I have sent them numerous invoices and proof of payments they requested ; each time they mark them as inactive to pretend they haven't received them. Each and every time I call, they allege that they have received no documentation that this is a partial settlement ; my attorney has sent them the same paperwork requested on three separate occasions now. On XX/XX/XXXX, I was finally introduced to their portal, and was told to upload all of my documentation along with a letter requesting the release of remaining funds. I immediately did as instructed ; they marked the letter as inactive. I resent the request on XX/XX/XXXX ; they moved the received date to XX/XX/XXXX, acknowledged it was a letter requesting the release of funds, then moved it to inactive. I resubmitted the same letter again on XX/XX/XXXX ; again it was moved to the following day. When I called, I was told that they have two business days to make a decision. I called and they told me they hadn't received the results of the VIRTUAL INSPECTION they performed on my roof- the one where I walked around on the ground around the perimeter of my home while they snapped pictures- so they couldn't release the funds. I called the next day and was told they would escalate it to a Supervisor. I called again on XX/XX/XXXX and requested to speak to a Supervisor ; they put me on hold for over an hour and refused to allow me to speak with someone. Every time I call, they make up some new excuse as to why they continue to hold onto my money that they're accruing interest on. Their failure to release the remainder of funds is causing additional damage to my home.",1
24238,Debt collection,"I have been trying to contact and dispute this account for over 2 years now with no proper verification of this debt. I have sent letters and all valid documents starting in XXXX of XXXX. I finally received a response my second time asking for validation in XXXX of XXXX and was told the Convergent sent all information to sprint XXXX XXXX and is still awaiting a response. Sprint is not responding to the company and the company is not able to send me anything that proves i am responsible for the alleged debt after 2 years of negatively reporting to the credit bureau horribly affecting my credit report. 
I want to be explicitly clear with my request. I have not requested validation of debt ; but instead, I am requesting verification of the debt. It has become increasingly clear that they are being willfully negligent in rectifying my affairs. Over the past almost 3 years that I have made subsequent attempts to have these accounts reasonably investigated in accordance with both the Fair Credit Reporting Act and Fair Debt Collection Practice Act.",3
24256,"Payday loan, title loan, or personal loan","I asked dividend for a breakdown of the finance charges listed on my solar & roof loan agreement. They stated that it should have possible after I have the loan finalized. The information is helpful to see how overpaying each monthly can save me. I can save interst, but paying extra won't save money on their hidden fees. 
When I pointed out that they want me to sign a document without a detailed explanation, the rep just apologizes that there is nothing him or his supervisor could do",8
24263,"Credit reporting, credit repair services, or other personal consumer reports","When I reviewed my credit report, I discovered that some of the information was erroneous. The 3 credit bureaus must validate these items in line with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ). It is not authorized to fail to validate these reporting items as unverified information without providing any proof within the period allowed by law. The following items that need to be investigated and corrected from erroneous reporting in my file are listed on my credit report. 
XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX",0
24305,"Credit reporting, credit repair services, or other personal consumer reports","This is my NUMEROUS request that I have been a victim of identity theft and that no one seems to care, that I want to dispute specific records in my credit file that do not belong to me, or that I have signed any agreement. The items I'm challenging have nothing to do with any transactions I've done or authorized to gain products, services, or money. Please remove the following items : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  Balance : {$40.00} XXXX XXXX XXXX XXXX XXXXXXXX : {$1500.00} XXXX XXXX XXXX XXXX XXXX : {$4800.00} XXXX XXXX XXXX XXXX XXXX : {$580.00} XXXX XX/XX/XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",0
24321,Checking or savings account,"Hello, I received a physical check for paid time off from my place of work. I deposited the check via mobile deposit, months later it got debited from my account with no real explanation why. Both my bank ( bank of america ) + the issuing bank ( XXXX XXXX  ) and my work XXXX ( XXXX XXXX ) refuse to help me get the money back. Check was reversed with a message saying it was a duplicate deposit but I only used it once. The duplicate deposit was fraudulent but I still can't seem to get help on getting the funds back. 

XX/XX/22 - Check issued to me ( {$630.00} ) XX/XX/22 - XXXX XXXX deposited to my Bank of America account ; funds credited XX/XX/22 - Posted XX/XX/22 - Funds debited from my account I have spent months on the phone, in branches and in HR trying to sort this out so I'm looking for help elsewhere. Thank you!",5
24355,"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX XXXX XXXX XXXX reported a XXXX bill to my credit report as a collection account. 
I have asked numerous times for proof of the debt and they refuse to give me proof. 
They only produced a letter with the original creditors name and an account number that does not exist. 
I have disputed with the credit bureaus and in less than twenty four hours they just come back with that they "" certified '' the debt was accurate. Yet I HAVE NO PROOF! 
I HAVE NEVER HAD A XXXX  ACCOUNT!! 
They refuse to remove from my credit report. This is not my debt!!",0
24364,"Credit reporting, credit repair services, or other personal consumer reports","I called TransUnion today on XX/XX/2023, around XXXX XXXX Pacific time zone. I dialed ( XXXX ) XXXX. I was transferred to the XXXX call-center and a male agent identified as XXXX. I told XXXX I remember him from the last time I spoke with him. I reminded him he purposely disconnected the phone call on me because I wanted to file a complaint about dispute agents deliberately disconnecting the phone call on me. I told him I filed a complaint with the CFPB, FTC and my Attorney General. XXXX then responded by stating : because of the way youre talking, I have to end the call. XXXX hung up on me again. Why did he hang up on me? I never used any profanity. I never made any threats. I have a right as a consumer to complain about dispute agents acting unprofessionally. How many more times is XXXX going to keep hanging up on me and deny me my federal and state right to file a dispute regarding inaccurate information on my TransUnion file? Do I need to file a lawsuit?",0
24433,Credit card or prepaid card,"A few weeks ago I noticed on a credit monitoring service that I had a balance due on my Citi credit card. The reported date was XX/XX/XXXX. I tried to access my account on XX/XX/XXXX and received a notification saying that the account was locked and I needed to contact technical support. I called the technical support line and the person on the other end stated that my account access would be restored in "" 5 to 7 business days ''. 

I tried to access my account on XX/XX/XXXX and my account was still disabled. 

This evening, XX/XX/XXXX, I spoke with account manager "" XXXX XXXX '' and she confirmed that my account had been closed on XX/XX/XXXX. When asked why I had not received any notification that my account was due to be closed, the account manager stated that sometimes the system closes accounts without any email notifications sent to the consumer. 

"" A notification was posted to your account directly. '' The account that I could not access. 

Citi has my email account, I last received emails from them back in XXXX XXXX XXXX.",4
24450,Credit card or prepaid card,"I received a letter dated XX/XX/XXXX, from Bloomingdales that my account had been closed due to delinquencies. I called immediately and a charge of {$82.00} was 90 days past due. I never received the 3 bills as they were sent to an address from 4 years ago, but this letter was sent to my correct and current address. I immediately paid the bill and Bloomingdales took off the interest charges. They reported me to the credit bureaus and my impeccable credit of XXXX dropped to XXXX onXXXX with XXXX. I have written the ceo twice with no response and customer service says they have responded correctly. Why did they drop the interest, find my correct address after 3 months but blame me and ruin my credit? I have been a customer since XXXX.",4
24475,Debt collection,"Hello. I have been contacted by phone several times by Creditors Bureau USA for medical debt. I have spoken to my insurance company more than once about this and they do not see a claim from California XXXX XXXX. I looked up California XXXX XXXX and both my health insurance and myself have not been able to connect with them ( only endlessly put on hold or call disconnects ). I do not know what the services are. It is all very vague and I have yet to receive anything in the mail re : this supposed debt. 

Thank you.",3
24513,"Credit reporting, credit repair services, or other personal consumer reports","I had previously written XXXX letters to Experian and XXXX requesting that they update their records and update my new address, XXXX XXXX XXXX XXXX, XXXX, North Carolina, XXXX. I just wanted one address, one employer, and one phone number listed on my credit report, but these credit bureaus have yet to update my personal information. I'm attempting to secure a loan, but having a lot of addresses listed on my credit report makes me seem less creditworthy and makes me seem unstable.",0
24542,Mortgage,"My mortgage is through Loancare LLC, I have never been able to stay a float as a home owner due to many different reasons, XXXX switching jobs, getting hurt at work, XXXX. Currently I am behind, I switched jobs twice and was off work and didn't have income for a month. So as of now I need to make payments and they deny me being able to make one. They want multiple payments up front. So your constantly fighting them, and getting behind on other things. They won't accept partials to go towards a payment. How is this ok?? Why is this ok?",1
24585,Debt collection,"I stayed at XXXX XXXX XXXX, which are pre pay weekly, monthly and extended stay place here in XXXX XXXX nevada back in XXXX for lets say maybe 1-2 months. I did not renew the new lease i movee my belongings and turned in the keys and left it was short term wgike apparrment hunting. 
Fast forward to XXXX XXXX XXXX, roughly 2-3 weeks ago i get a random call out of the blue from some Sentry Recovery and Collections claiming and i quote that i owe a debt of {$950.00} to them on behalf of XXXX XXXX. I ask how and for what. They refused to state what ot is for, refused to give me any requestd proof and documentation i demanded, they told me to contact XXXXXXXX XXXX which i did who then said its in collections already amd that they cant provide me with any proof or documentation and to contact the collections agence which now ive been contacting corporate and collections. Both refuse to provide me with and documentation of an alleged debt tgat would have been over 1 1/2-2 years ago and now they all of a sudden in XXXX claim i owed them yet can not nor will not say for what. I did not damage any property i moved out and checked out and returned the keys to the office. The collections agency also stated "" I eas tresspassed and escorted off the property by metro '' to which i respinded that is definately not me as i have never been tresspassed from anywhere ever in my life and if XXXX escorted me iff the property surely tgere woyod be record of what ever incident they claim took place for me to be escorted XXXX the property, to which u demanded proof and documetation of that, which they agaun refuse to provide and one XXXX  me to the other then the other semds me back to one, and i still have yet to see hear read sniff anything regarding this false debt. I then last week get a credit alert thrpugj my XXXX  and XXXX XXXX XXXX and my XXXX  credit scote dropped XXXX points, and my XXXX score dropped XXXX points due to they reporting this XXXX credit bureaus. My scores were XXXX, and XXXX, now within 2 weeks of them randomly calling my phone out of the blue to which i also demanded how they got my personal information and social security without my consent permission, my knowledge, in violation of my XXXX and XXXX amendment protections in violation of due process.they hung up on XXXX XXXX 1-2 to weeks later i get the credit alert. I have never heard of these people. I dont owe anything to anyone. And they fraudulently and criminally submitted this to tue credit bureaus and that has caused IMMENSE HARM AND DAMAGE TO ME.",3
24589,Debt collection,"I received a debt collection notice from XXXX. In order to dispute the debt, XXXX required me to create a login and password. It seemed like a scam and I believe I need to be able to communicate without creating a login or password. Unfortunately, XXXX does not put an email address on their website to dispute the debt. Additionally, I don't believe I owe the money they are asking for.",3
24602,"Credit reporting, credit repair services, or other personal consumer reports","Investigation Investigation Request Letter To Whom. It May Concern : I received a copy of my credit report with the intention of trying to improve my credit and take care of my responsibilities and noticed a few accounts that I wanted a little more explanation on. I am not saying they are reporting right or wrong. I am just saying I had some identity theft on my credit card, so I want to make sure everything is correct because I am not 100 percent sure if they are. I also read something called the Fair Credit Reporting Act where it said by law, I had rights to challenge anything I am not sure is accurate. Some of the people reporting things on me, I have never heard of, which made me write to you all. 
Are you familiar with something called 15 U.S.C. Sec. 1681i ( a ) 1681i ( a ) ( 1 ) ( A ), 1681i ( a ) ( 1 ) ( B ), and 1681i ( a ) ( 1 ) ( C ) 1681i ( a ) ( 2 ) 1681i ( a ) ( 3 ) 1681i ( f ) ( 3 ) and 1681 Sec.604A Sec.2 ,15U.S.C. 1692 ( C )? I heard that if you cant provide proof, these accounts must be deleted. Well I want these accounts deleted if they are not 100 percent right and correct. So, could you please check on these and get back with me? I saw on a Credit Site and Board where this lawyer said you have 30 days to complete this investigation. Please investigate the following accounts and remove them if anything is missing or not correct on them. I would like if you can investigate all these hard inquires on XXXX, XXXX, Experian XXXX has 12 hard inquires that i can only voucher for 6 and the other are fraudulent XXXX XXXX Auto XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX That is XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXXXXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX XXXX these are fraudulent inquires please remove from my credit report",0
24624,Debt collection,XXXX XXXX is sending constant emails every day to my personal email. No disclosure of a debt owed only asking for a card number for a payment and to call them. They use my first name only and seems fishy no other distinguishing information to make me believe these are legit emails. All the info is sent in subject line and a disclaimer at the bottom with a phone number ( XXXX ) XXXX stating to call them before XXXX. The frequency of these emails is getting out of hand the address sending it is XXXX and reply address is XXXX. Neither of those emails seem legit this started the XXXX of XXXX and they have emailed me everyday during my working hours since the XXXX of XXXX. Each email almost seems like a phishing attempt for PII using a time critical technique telling you to call before XXXX with no timeline stated.,3
24635,Debt collection,Plus Four Inc. contacted me by mail XX/XX/XXXX by mail and I refused and returned the mail on XX/XX/XXXX as the account was unknown to me. I have previously disputed the account due to Plus Four Inc 's unlawful communication tactics to retrieve the alleged debt. Plus Four Inc. responded on XX/XX/XXXX and erroneously stated that they never received any return mail for this account. This is statement is inaccurate as I have documented proof that I refused and returned any mail received from Plus Four Inc. regarding this account.,3
